char,Line,movie
FRODO,He said your life was a sad story. ,The Two Towers 
GOLLUM,They do not see what lies aheadWhen sun has failed and moon is dead ,The Two Towers 
FRODO,You were not so very differentfrom a Hobbit once.Were you?Smeagol. ,The Two Towers 
GOLLUM,What did you call me? ,The Two Towers 
FRODO,"That was your name once, wasn't it?A long time ago. ",The Two Towers 
GOLLUM,My name.My name.Smeagol. ,The Two Towers 
GOLLUM,Aagh! ,The Two Towers 
SAM,Black Riders! ,The Two Towers 
GOLLUM,Hide! Hide! ,The Two Towers 
FRODO,Aagh! ,The Two Towers 
FRODO,Aagh! ,The Two Towers 
SAM,"Come on, Frodo. Come on! ",The Two Towers 
GOLLUM,Quick! They will see us!They will see us! ,The Two Towers 
SAM,I thought they were dead. ,The Two Towers 
GOLLUM,"Come on, Hobbits!  Mustn't stop now.   This way!   ",The Return of the King 
PIPPIN,"So I imagine this is just a ceremonial position.  ,  I mean, they don't actually expect me to do any     fighting,   do they?   ",The Return of the King 
GANDALF,You're in the service of the steward now.  You'll have to do as you are     told Peregrin Took. ,The Return of the King 
GANDALF,Ridiculous Hobbit!  Guard of the Citadel!  ,The Return of the King 
GANDALF,Thank you.   ,The Return of the King 
PIPPIN,There's no more stars!  Is it time?   ,The Return of the King 
GANDALF,Yes. ,The Return of the King 
PIPPIN, It's so quiet.   ,The Return of the King 
GANDALF,It's the deep breath before the plunge.  ,The Return of the King 
PIPPIN,"I don't want to be in a battle.  But waiting on the edge of one I can't     escape is even worse. , Is     there any hope Gandalf, for Frodo and Sam?   ",The Return of the King 
GANDALF,"There never was much hope.  Just a fool's hope.  , Our enemy is ready.      His full strength's gathered.   Not only orcs, but men as well    ,  Legions of Haradrim from     the South, mercenaries from the coast ,     All will answer Mordor's call.  ",The Return of the King 
CAPTAIN,Come on! ,The Return of the King 
SAURON VOICE,Build     me an army worthy of Mordor ,The Fellowship of the Ring 
ORC,What orders from Mordor my Lord? What does the Eye command? ,The Fellowship of the Ring 
SARUMAN,We have work to do ,The Fellowship of the Ring 
ORC,The trees are strong my Lord.  The roots go deep ,The Fellowship of the Ring 
SARUMAN,Rip them all down  ,The Fellowship of the Ring 
STRIDER,This was the great watch tower of Amon    ,The Fellowship of the Ring 
STRIDER," These are for you.      Keep them close, I'm going to have a look round,  Stay here    ",The Fellowship of the Ring 
MERRY,My tomato's burst! ,The Fellowship of the Ring 
PIPPIN,Can I have some bacon? ,The Fellowship of the Ring 
MERRY,OK.  Want a tomato Sam ? ,The Fellowship of the Ring 
FRODO,      What are you doing ? ,The Fellowship of the Ring 
MERRY," Tomatoes, sausages, nice crispy bacon ",The Fellowship of the Ring 
SAM, Saved     some for you Mr Frodo ,The Fellowship of the Ring 
SAM,Look Frodo.  It's Mr Bilbo's trolls ,The Fellowship of the Ring 
SAM,He's going cold! ,The Fellowship of the Ring 
PIPPIN,Is he going to die ? ,The Fellowship of the Ring 
STRIDER,He's passing into the Shadow world.  He'll soon become a wraith     like them.  ,The Fellowship of the Ring 
MERRY,They're close! ,The Fellowship of the Ring 
STRIDER,Sam! Do you know the Athelas plant ? ,The Fellowship of the Ring 
LEGOLAS,"Govannas v'n gwennen le, Haldir o L'rien. ",The Fellowship of the Ring 
HALDIR,"A, Aragorn in D'nedain istannen le ammen. ",The Fellowship of the Ring 
ARAGORN, Haldir ,The Fellowship of the Ring 
GIMLI,So much for the legendary courtesy of the Elves! Speak words     we can also understand! ,The Fellowship of the Ring 
HALDIR,"We have not had dealings with the dwarves, since the dark     days. ",The Fellowship of the Ring 
GIMLI,,The Fellowship of the Ring 
ARAGORN, That! was not so courteous! ,The Fellowship of the Ring 
HALDIR,"     You bring great evil with you ,You     can go no further! ",The Fellowship of the Ring 
ARAGORN,Boe ammen veriad l'n. Andelu i ven! ,The Fellowship of the Ring 
ARAGORN,Merin le telim.     ,The Fellowship of the Ring 
HALDIR,Aragorn!  ,The Fellowship of the Ring 
ARAGORN, Andelu i ven. ,The Fellowship of the Ring 
GANDALF,"Frodo, come and help an old man ,How's your shoulder? ",The Fellowship of the Ring 
SAM,Those rain clouds might. ,The Two Towers 
SAM,This looks strangely familiar. ,The Two Towers 
FRODO,It's because we've been here before.We're going in circles. ,The Two Towers 
SAM,What is that horrid stink?I warrant there's a nasty bog nearby. Can you smell it? ,The Two Towers 
FRODO,Yes.....I can smell it.................We're not alone. ,The Two Towers 
GOLLUM,"The thieves............... The thieves.The filthy little thieves.Where is it?.............Where is it?They stole it from us.............My precious.........Curse them, we hates them!It's ours, it is, and we wants it! ",The Two Towers 
FRODO,"This is Sting.You've seen it before......haven't you, Gollum?Release him or I'll cut your throat. ",The Two Towers 
GOLLUM,Yessssss ,The Two Towers 
GOLLUM,It burns!It burns us!It freezes!Nasty Elves twisted it. ,The Two Towers 
GOLLUM,Take it off us! ,The Two Towers 
SAM ,"Quiet, you!It's hopeless. Every Orc in Mordor'sgoing to hear this racket.    Let's just tie him up and leave him. ",The Two Towers 
GOLLUM,No!That would kill us! Kill us! ,The Two Towers 
SAM,It's no more than you deserve! ,The Two Towers 
FRODO,"Maybe he does deserve to die.But now that I see him, I do pity him. ",The Two Towers 
GOLLUM,We be nice to themif they be nice to us.Take it off us.We swears to do what you wants................We swears. ,The Two Towers 
SAM,"Mr Frodo ? , Frodo! Frodo!     , I thought I'd lost you ",The Fellowship of the Ring 
FRODO,What are you talking about ? ,The Fellowship of the Ring 
SAM,It's just something Gandalf said.  ,The Fellowship of the Ring 
FRODO,What did he say? ,The Fellowship of the Ring 
GANDALF,The Fellowship awaits the Ringbearer.  ,The Fellowship of the Ring 
FRODO,"Mordor, Gandalf, is it left or right ? ",The Fellowship of the Ring 
GANDALF,     Left. ,The Fellowship of the Ring 
GANDALF VOICEOVER,"We must hold this course west of the Misty Mountains for     forty days. If our luck holds the Gap of Rohan will still be open to us.    , and there are     road turns east to Mordor. ",The Fellowship of the Ring 
BOROMIR,"Good, very good.  ",The Fellowship of the Ring 
ARAGORN,Move your feet ,The Fellowship of the Ring 
MERRY,You look good Pippin ,The Fellowship of the Ring 
PIPPIN,     Thanks  ,The Fellowship of the Ring 
GIMLI," If     anyone was to ask for my opinion, which I note that they're not, I'd say     that we were taking the long way round. Gandalf, we could pass through the     Mines of Moria.  My cousin Balin would give us a royal welcome.  ",The Fellowship of the Ring 
GANDALF,"No Gimli, I would not take the road through Moria unless I     had no other choice. ",The Fellowship of the Ring 
PIPPIN,ARGH! ,The Fellowship of the Ring 
BOROMIR,Sorry!  ,The Fellowship of the Ring 
MERRY,Get him!  ,The Fellowship of the Ring 
PIPPIN,"For the Shire.  Hold him, hold him down Merry!     ",The Fellowship of the Ring 
ARAGORN,"Gentlemen, that's enough!  ",The Fellowship of the Ring 
ARAGORN,"The same blood flows in my veins , The same weakness  ",The Fellowship of the Ring 
ARWEN," Your time     will come.  You will face the same evil and you will defeat it       A si i-Dh'ath '-orthor, Aragorn. ' or le a ' or nin. ",The Fellowship of the Ring 
ARWEN,"Renech i lu i erui govannen? (,) ",The Fellowship of the Ring 
ARAGORN,Nauthannem i ned ol reniannen.,The Fellowship of the Ring 
ARWEN,"Gwenwin in enninath...U-arnech in naeth i si celich. (,) Renech i beth i     pennen?  ",The Fellowship of the Ring 
ARAGORN,"You said you would bind yourself to     me,foresaking     the immortal life of your people ",The Fellowship of the Ring 
ARWEN,and to that I hold.  I would rather share one lifetime     with you than face all the ages of this world alone  ,The Fellowship of the Ring 
ARWEN,I choose a mortal life ,The Fellowship of the Ring 
ARAGORN,You cannot give me this ,The Fellowship of the Ring 
ARWEN,It is mine to give to whom I will.  Like my heart     ,The Fellowship of the Ring 
ELROND,"Strangers from distant lands, friends of old.  You have     been summoned here to answer the threat of Mordor.  Middle Earth stands     upon the brink of destruction.  None can escape it.  You will     unite or you will fall.  Each race is bound to this fate, this one     doom., Bring forth the Ring, Frodo ",The Fellowship of the Ring 
BOROMIR, So     it's true  ,The Fellowship of the Ring 
BOROMIR,"In a dream , I saw the Eastern sky grow dark ,In the West a pale light lingered A     voice was crying, your doom is near at hand , Isildur's bane is found    , Isildur's Bane ",The Fellowship of the Ring 
ARAGORN,We are no spies.We track a party of Uruk-haiwestward across the plain.They have taken two of our friendscaptive. ,The Two Towers 
EOMER,The Uruks are destroyed.We slaughtered them during the night. ,The Two Towers 
GIMLI,But there were two Hobbits.Did you see two Hobbits with them? ,The Two Towers 
ARAGORN,They would be small.Only children to your eyes. ,The Two Towers 
EOMER,We left none alive.We piled the carcasses and burned them.  ,The Two Towers 
GIMLI,Dead? ,The Two Towers 
EOMER,I am sorry. ,The Two Towers 
EOMER,"Hasufel! Arod! ,May these horses bear you to betterfortune than their former masters.,Farewell.",The Two Towers 
EOMER,Look for your friends.But do not trust to hope.It has forsaken these lands. We ride north! ,The Two Towers 
GIMLI,It's one of their wee belts. ,The Two Towers 
LEGOLAS, Hiro hyn h'dh'     ab 'wanath...  ,The Two Towers 
ARAGORN,Aaaaagh! ,The Two Towers 
GRIMA,I understand. His passing is hard to accept. Especially now     that your brother has deserted you. ,The Two Towers 
EOWYN,"Leave me alone, snake! ",The Two Towers 
GRIMA,"Oh, but you are alone. Who knows what you've spoken to the     darkness ,......in     the bitter watches of the night......when all your life seems to shrink. The     walls of your bower closing in about you. A hutch to trammel some wild thing     in.    ,So fair. So cold. Like a morning of pale spring......still clinging     to winter's chill. ",The Two Towers 
EOWYN,    Your words are poison. ,The Two Towers 
GIMLI,You'll find more cheer in a graveyard. ,The Two Towers 
HAMA,"I cannot allow you before Theoden King so armed, Gandalf     Greyhame. By order of Grima Wormtongue. ",The Two Towers 
HAMA,Your staff ,The Two Towers 
GANDALF,"Hmmm ,You     would not part an old man from his walking stick.",The Two Towers 
GRIMA,"     My lord, Gandalf the Grey is coming. He's a herald of woe. ",The Two Towers 
GANDALF,The courtesy of your hall is somewhat lessened of late......Theoden     King. ,The Two Towers 
GRIMA, He's     not welcome. ,The Two Towers 
THEODEN,Why should I welcome you......Gandalf Stormcrow?    ,The Two Towers 
GRIMA,"A just question, my liege. ,Late is the hour......in which this     conjurer chooses to appear., Lathspell I name him.Ill news is an ill guest. ",The Two Towers 
GANDALF,Be silent. Keep your forked tongue behind your teeth. I have     not passed through fire and death......to bandy crooked words with a witless     worm.  ,The Two Towers 
GRIMA,His staff. I     told you to take the wizard's staff. ,The Two Towers 
THEODEN,"Grima.Grima.,Grima.",The Two Towers 
EOMER,Orcs are roaming freelyacross our lands.Unchecked. Unchallenged.Killing at will.Orcs bearing the White Hand of Saruman,The Two Towers 
GRIMA,Why do you lay these troubleson an already troubled mind?Can you not see?Your uncle is weariedby your malcontent......your warmongering.,The Two Towers 
EOMER,"Warmongering?,How long is it sinceSaruman bought you?What was the promised price, Grima?When all the Men are deadyou will take your share of the treasure?",The Two Towers 
EOMER,Too long have you watched my sister.Too long have you haunted her steps.,The Two Towers 
GRIMA,"You see much, Eomer, son of Eomund.",The Two Towers 
GRIMA,Too much.You are banished forthwithfrom the kingdom of Rohan......and all its domainsunder pain of death.,The Two Towers 
EOMER,You have no authority here.Your orders mean nothing.,The Two Towers 
GRIMA,This order does not come from me.It comes from the king.He signed it this morning.,The Two Towers 
GOLLUM,"Dead?No, you cannot kill them. No. ",The Two Towers 
GOLLUM,Wraiths!Wraiths on wings!They are calling for it.They are calling for the precious. ,The Two Towers 
SAM,Mr. Frodo! It's all right.I'm here. ,The Two Towers 
GOLLUM,"Hurry, Hobbits.The Black Gate is very close. ",The Two Towers 
GIMLI,Orc blood. ,The Two Towers 
ARAGORN,These are strange tracks. ,The Two Towers 
GIMLI,The air is so close in here. ,The Two Towers 
LEGOLAS,This forest is old.Very old.Full of memory......and anger. ,The Two Towers 
LEGOLAS,The trees are speaking to each other. ,The Two Towers 
ARAGORN,Gimli!Lower your axe. ,The Two Towers 
GIMLI,     oh! ,The Two Towers 
LEGOLAS,"They have feelings, my friend.The Elves began it.Waking up the treesteaching them to speak. ",The Two Towers 
